order_id,user_id,order_amount,order_date
4548,915,220.0,2026-02-01
4549,915,107.06,2026-01-01
4550,915,305.38,2026-02-05
4551,915,450.39,2026-01-29
4552,915,64.76,2025-12-28
4553,915,328.52,2025-10-31
4554,915,334.94,2025-10-26
4555,916,269.98,2025-03-26
4556,916,401.56,2025-07-09
4557,916,150.13,2025-07-15
4558,916,295.77,2025-09-09
4559,916,382.84,2025-03-28
4560,917,431.71,2025-11-12
4561,917,187.26,2025-11-11
4562,917,254.98,2026-01-07
4563,917,336.37,2025-11-23
4564,917,317.55,2026-01-10
4565,918,218.1,2026-02-02
4566,918,464.92,2026-02-05
4567,918,89.75,2026-02-02
4568,918,413.25,2026-02-05
4569,918,181.26,2026-02-02
4570,918,488.07,2026-02-04
4571,919,244.75,2025-10-28
4572,919,453.47,2026-01-05
4573,919,78.69,2026-01-29
4574,919,75.13,2026-01-31
4575,919,352.9,2025-09-19
4576,919,135.41,2025-04-29
4577,920,72.36,2026-01-24
4578,920,285.67,2026-01-29
4579,920,271.19,2026-02-02
4580,920,347.37,2026-01-23
4581,920,89.72,2026-01-20
4582,920,321.29,2026-01-25
4583,920,150.98,2026-01-21
4584,920,111.06,2026-01-24
4585,920,397.03,2026-01-19
4586,921,439.16,2025-11-23
4587,921,182.32,2025-12-06
4588,921,308.82,2026-01-08
4589,921,161.44,2025-11-17
4590,921,160.07,2025-11-26
4591,921,459.61,2025-11-12
4592,921,44.74,2025-11-19
4593,921,373.28,2025-12-18
4594,922,281.6,2025-12-19
4595,922,271.18,2025-12-12
4596,922,115.0,2025-09-21
4597,922,373.22,2025-07-26
4598,923,199.8,2025-09-05
4599,923,435.27,2025-03-29
4600,923,93.0,2025-04-23
4601,925,481.52,2026-02-02
4602,925,361.19,2025-10-26
4603,925,332.54,2025-11-01
4604,925,73.67,2025-11-23
4605,925,271.63,2026-01-28
4606,925,233.84,2025-11-18
4607,925,377.19,2025-11-06
4608,925,223.4,2026-01-20
4609,925,200.56,2025-12-10
4610,926,431.78,2026-01-31
4611,926,384.38,2026-01-30
4612,926,106.71,2026-01-29
4613,926,210.89,2026-01-27
4614,927,371.57,2025-08-02
4615,927,453.1,2025-09-01
4616,927,109.07,2025-07-18
4617,927,330.19,2025-10-26
4618,927,236.2,2025-10-22
4619,927,226.23,2025-07-30
4620,927,324.18,2025-08-11
4621,927,178.77,2025-10-13
4622,927,42.01,2026-01-31
4623,928,129.05,2026-01-14
4624,928,116.34,2026-01-19
4625,928,97.81,2026-01-10
4626,929,143.47,2025-10-22
4627,929,130.25,2025-11-06
4628,929,165.49,2025-12-23
4629,929,96.25,2026-02-04
4630,929,277.23,2025-12-26
4631,929,276.71,2025-12-13
4632,929,474.04,2026-01-08
4633,929,182.37,2026-01-30
4634,929,290.23,2025-11-12
4635,929,402.34,2026-01-09
4636,930,96.86,2025-08-05
4637,930,161.69,2025-11-06
4638,930,412.49,2025-12-26
4639,930,49.16,2025-05-15
4640,930,390.03,2025-06-14
4641,931,405.71,2025-12-28
4642,931,411.13,2025-11-21
4643,931,437.83,2025-09-14
4644,932,125.12,2025-12-22
4645,932,216.91,2026-01-16
4646,932,453.64,2025-09-24
4647,932,95.85,2025-08-02
4648,932,57.22,2025-11-05
4649,932,63.38,2026-01-20
4650,932,332.07,2025-10-27
4651,932,265.91,2025-06-28
4652,932,473.72,2025-10-17
4653,934,347.06,2025-12-23
4654,934,285.81,2025-10-29
4655,934,264.96,2025-12-26
4656,935,167.53,2025-11-04
4657,936,446.06,2025-12-31
4658,936,152.48,2025-07-01
4659,936,229.66,2025-06-21
4660,936,173.78,2025-10-22
4661,936,479.05,2025-06-11
4662,936,469.01,2025-11-03
4663,936,450.03,2026-01-03
4664,936,369.58,2025-08-30
4665,936,244.57,2025-05-21
4666,937,363.38,2026-01-30
4667,937,347.92,2026-01-29
4668,938,257.51,2026-02-04
4669,939,112.21,2026-02-05
4670,939,476.08,2026-02-05
4671,939,109.34,2026-02-05
4672,939,476.54,2026-02-05
4673,939,403.01,2026-02-05
4674,939,246.91,2026-02-05
4675,939,344.22,2026-02-05
4676,939,166.46,2026-02-05
4677,939,337.14,2026-02-05
4678,939,486.55,2026-02-05
4679,940,135.29,2026-01-04
4680,941,448.78,2025-05-03
4681,941,111.16,2025-09-15
4682,941,481.82,2025-12-16
4683,941,486.2,2025-10-02
4684,941,40.0,2025-03-23
4685,941,221.28,2025-09-28
4686,941,462.0,2025-05-23
4687,941,107.0,2025-05-26
4688,942,319.46,2025-11-23
4689,942,484.56,2025-08-05
4690,942,218.94,2026-01-16
4691,942,156.47,2025-10-09
4692,942,38.12,2025-03-28
4693,942,324.65,2025-11-29
4694,942,51.53,2025-08-19
4695,942,224.19,2025-12-21
4696,942,451.48,2025-02-16
4697,942,159.49,2025-04-30
4698,943,35.82,2025-10-20
4699,943,103.5,2025-09-24
4700,943,140.12,2025-12-24
4701,943,379.51,2025-11-05
4702,943,487.69,2025-07-14
4703,943,278.42,2026-01-22
4704,943,371.87,2025-12-09
4705,943,122.38,2025-12-18
4706,943,218.05,2025-10-31
4707,944,448.05,2025-10-10
4708,944,458.86,2025-11-16
4709,944,297.95,2025-11-26
4710,945,413.65,2026-01-27
4711,945,424.35,2025-12-16
4712,947,305.19,2026-01-16
4713,947,284.55,2025-11-29
4714,947,483.41,2025-12-01
4715,947,458.6,2026-01-05
4716,947,146.95,2026-01-31
4717,947,151.13,2025-11-27
4718,947,342.15,2025-11-22
4719,947,212.69,2025-11-21
4720,948,404.69,2025-11-22
4721,949,248.83,2025-07-19
4722,949,366.84,2025-08-10
4723,949,300.64,2025-09-06
4724,949,95.16,2025-10-30
4725,949,444.47,2025-08-19
4726,949,154.04,2025-09-14
4727,949,275.94,2025-11-24
4728,949,140.67,2025-08-21
4729,949,103.26,2026-01-03
4730,949,362.57,2025-11-20
4731,950,299.66,2025-06-19
4732,950,417.29,2025-07-21
4733,950,283.19,2025-11-04
4734,950,472.89,2025-06-14
4735,951,22.14,2025-11-16
4736,951,295.19,2025-12-03
4737,951,78.6,2025-12-13
4738,951,300.64,2025-10-29
4739,951,477.29,2025-12-09
4740,951,416.5,2025-12-09
4741,951,459.47,2025-12-14
4742,951,257.48,2025-12-28
4743,951,109.64,2026-01-17
4744,951,176.44,2025-12-28
4745,952,446.53,2026-01-07
4746,952,215.15,2025-12-01
4747,952,324.57,2026-02-05
4748,952,408.17,2025-11-22
4749,952,61.19,2026-01-16
4750,952,114.48,2025-12-09
4751,953,387.49,2025-09-24
4752,953,309.36,2025-11-19
4753,953,93.32,2026-01-14
4754,953,479.28,2026-01-08
4755,953,122.5,2025-10-14
4756,953,179.99,2025-12-20
4757,953,44.53,2025-08-26
4758,954,347.78,2025-04-01
4759,954,398.24,2026-01-16
4760,954,414.88,2025-03-23
4761,954,27.73,2025-02-28
4762,955,166.32,2026-01-29
4763,955,315.31,2026-01-10
4764,955,483.18,2026-01-09
4765,955,173.64,2026-01-22
4766,955,340.48,2026-01-22
4767,955,114.08,2026-01-20
4768,955,470.05,2026-01-27
4769,955,291.17,2026-02-05
4770,955,309.59,2026-01-27
4771,956,84.55,2026-02-01
4772,956,476.62,2026-02-02
4773,956,492.56,2026-02-04
4774,956,317.01,2026-02-02
4775,956,395.42,2026-02-02
4776,956,439.49,2026-02-01
4777,956,479.84,2026-02-03
4778,957,126.41,2025-12-12
4779,957,416.15,2025-08-01
4780,957,222.44,2025-09-01
4781,957,475.86,2025-12-16
4782,958,452.45,2025-07-13
4783,958,72.95,2025-06-17
4784,958,79.46,2026-01-10
4785,958,319.5,2025-12-26
4786,958,432.83,2025-06-20
4787,958,211.57,2026-01-02
4788,958,313.78,2025-07-17
4789,958,422.09,2025-10-11
4790,960,90.59,2025-11-03
4791,960,285.08,2026-01-14
4792,960,403.08,2025-12-05
4793,960,436.99,2025-12-07
4794,960,102.6,2026-01-22
4795,960,158.73,2026-01-22
4796,961,314.52,2025-12-19
4797,961,222.65,2025-07-22
4798,961,336.38,2025-10-27
4799,961,283.09,2025-08-31
4800,961,485.7,2025-07-08
4801,962,280.48,2026-01-22
4802,962,152.82,2025-12-10
4803,962,135.74,2026-01-23
4804,962,290.9,2026-01-03
4805,962,469.86,2025-10-23
4806,962,48.88,2025-12-10
4807,962,200.01,2025-11-21
4808,962,226.7,2026-01-21
4809,962,228.61,2025-09-11
4810,962,172.89,2025-12-30
4811,964,443.78,2026-01-21
4812,964,496.24,2026-01-08
4813,964,366.0,2026-01-28
4814,964,467.24,2025-12-26
4815,964,273.51,2025-12-26
4816,964,209.09,2026-02-02
4817,965,451.57,2025-12-13
4818,965,291.95,2025-07-08
4819,966,236.6,2025-12-22
4820,966,121.08,2025-08-09
4821,966,395.42,2025-10-13
4822,967,98.09,2025-11-28
4823,967,126.61,2025-10-18
4824,967,457.17,2026-01-31
4825,967,196.62,2025-09-28
4826,967,322.35,2025-12-13
4827,967,218.64,2025-10-05
4828,967,143.62,2025-11-23
4829,967,144.77,2026-01-23
4830,968,497.96,2026-02-04
4831,968,33.47,2025-11-20
4832,968,188.36,2026-01-12
4833,968,87.11,2026-01-13
4834,968,95.24,2025-12-12
4835,968,187.22,2025-11-18
4836,970,295.15,2025-06-25
4837,970,174.18,2025-06-22
4838,970,146.54,2025-08-10
4839,970,395.46,2025-06-14
4840,971,141.72,2025-09-21
4841,971,357.89,2025-11-12
4842,971,207.46,2025-09-11
4843,971,482.43,2025-07-06
4844,971,108.8,2025-07-21
4845,971,442.0,2025-08-24
4846,972,137.08,2025-11-30
4847,972,323.02,2025-11-17
4848,972,57.53,2026-01-01
4849,972,65.99,2025-11-17
4850,972,198.56,2026-01-15
4851,972,152.09,2026-02-04
4852,972,250.03,2025-12-24
4853,972,339.9,2025-11-16
4854,973,330.59,2025-09-23
4855,973,148.95,2025-05-27
4856,973,172.97,2025-11-05
4857,973,209.35,2025-08-12
4858,974,470.62,2025-09-27
4859,974,214.12,2025-11-07
4860,974,168.94,2025-07-25
4861,974,271.44,2025-09-20
4862,974,402.48,2025-10-17
4863,975,287.11,2025-12-25
4864,975,221.95,2026-01-31
4865,975,82.14,2026-01-25
4866,975,157.31,2026-01-21
4867,975,400.9,2025-12-19
4868,975,26.28,2026-02-02
4869,975,216.39,2026-01-21
4870,975,453.29,2025-12-15
4871,975,403.72,2026-01-02
4872,976,91.49,2025-12-08
4873,976,67.54,2026-01-06
4874,976,452.12,2025-12-22
4875,977,349.93,2025-12-04
4876,977,212.98,2025-05-21
4877,978,80.51,2025-06-27
4878,979,165.46,2025-10-30
4879,979,43.54,2026-01-17
4880,979,126.96,2025-12-26
4881,979,109.43,2025-11-02
4882,979,365.16,2026-01-16
4883,980,169.38,2026-01-10
4884,980,162.51,2025-12-29
4885,980,40.32,2025-12-02
4886,980,368.6,2025-10-22
4887,980,171.95,2025-12-06
4888,980,499.25,2025-11-09
4889,980,183.69,2025-12-26
4890,980,170.92,2026-01-20
4891,980,177.25,2025-11-21
4892,981,56.43,2025-12-14
4893,981,26.27,2025-06-02
4894,982,437.21,2026-01-06
4895,982,206.11,2025-12-31
4896,982,260.02,2025-10-03
4897,984,378.03,2025-10-12
4898,984,276.6,2026-01-30
4899,984,177.07,2025-07-14
4900,984,437.03,2025-12-30
4901,985,110.88,2025-11-21
4902,985,345.03,2025-12-31
4903,985,248.35,2025-11-26
4904,985,101.48,2025-12-02
4905,985,104.56,2026-01-22
4906,985,76.84,2025-11-24
4907,985,213.27,2025-12-05
4908,986,173.74,2025-10-29
4909,986,469.44,2025-05-24
4910,986,38.87,2025-08-27
4911,987,301.51,2025-12-15
4912,987,393.61,2025-11-15
4913,987,443.32,2025-11-23
4914,987,74.87,2025-11-14
4915,987,292.65,2025-12-18
4916,987,98.8,2025-12-09
4917,987,314.88,2025-10-29
4918,987,144.98,2025-10-04
4919,988,363.95,2026-01-15
4920,988,100.09,2025-05-05
4921,988,235.14,2025-07-30
4922,988,310.6,2025-06-01
4923,988,406.64,2025-04-14
4924,988,446.0,2026-01-12
4925,989,254.88,2025-09-23
4926,989,32.87,2025-11-06
4927,989,377.95,2025-08-10
4928,990,211.14,2025-10-25
4929,990,328.13,2025-12-18
4930,990,132.73,2026-02-04
4931,990,136.95,2025-05-29
4932,990,133.01,2025-09-24
4933,990,253.68,2025-06-14
4934,991,217.77,2026-01-14
4935,991,236.76,2026-01-19
4936,992,247.07,2025-11-19
4937,992,309.58,2025-10-26
4938,992,34.31,2026-01-06
4939,992,38.6,2025-11-19
4940,992,336.61,2025-10-20
4941,993,128.28,2025-04-09
4942,993,53.36,2025-07-03
4943,994,495.6,2026-02-01
4944,994,276.22,2025-12-15
4945,994,344.41,2025-12-18
4946,995,474.87,2026-01-12
4947,995,305.42,2026-01-06
4948,995,449.95,2025-11-09
4949,995,142.16,2025-10-12
4950,996,291.36,2026-02-01
4951,998,72.26,2025-07-13
4952,998,293.19,2025-08-19
4953,998,357.32,2025-12-07
4954,998,217.92,2025-10-25
4955,998,376.72,2026-01-11
4956,998,487.77,2025-07-05
4957,999,493.65,2026-01-09
4958,999,484.88,2025-12-13
4959,999,264.86,2025-08-14
4960,999,342.8,2025-10-13
4961,999,99.04,2025-07-31
4962,999,372.45,2025-11-02
4963,999,226.49,2026-01-18
4964,999,435.56,2025-10-05
4965,1000,72.16,2025-11-09
4966,1000,482.87,2026-01-18
4967,1000,351.91,2025-12-22
4968,1000,495.53,2026-01-16
4969,1000,73.82,2025-11-04
4970,1000,204.54,2025-12-23
4971,1001,297.02,2025-08-18
4972,1001,148.07,2025-07-03
4973,1001,180.3,2025-12-20
4974,1001,392.99,2025-11-02
4975,1003,193.77,2025-09-19
4976,1003,111.29,2025-10-05
4977,1003,68.04,2025-09-24
4978,1003,367.19,2025-09-06
4979,1003,360.81,2025-10-14
4980,1003,363.94,2025-12-11
4981,1005,389.74,2025-12-07
4982,1005,181.02,2025-10-23
4983,1005,451.83,2025-10-27
4984,1005,467.58,2025-12-12
4985,1005,146.19,2025-03-26
4986,1006,24.66,2026-01-20
4987,1006,20.12,2025-05-23
4988,1006,497.62,2025-11-19
4989,1006,369.32,2025-07-08
4990,1006,379.75,2026-02-03
4991,1007,329.21,2026-01-08
4992,1007,210.69,2025-11-27
4993,1007,211.97,2026-01-21
4994,1007,204.03,2026-01-01
4995,1007,252.78,2025-12-12
4996,1007,462.47,2026-01-09
4997,1007,153.74,2025-11-06
4998,1009,498.1,2026-01-25
4999,1009,218.25,2025-07-20
5000,1010,373.66,2025-12-05
5001,1010,308.55,2026-02-03
5002,1010,402.86,2026-01-24
5003,1010,295.78,2025-09-14
5004,1010,112.85,2025-12-14
5005,1010,328.84,2025-11-27
5006,1012,453.23,2025-12-19
5007,1012,278.4,2025-08-16
5008,1012,331.25,2026-01-30
5009,1012,147.97,2025-10-25
5010,1012,459.2,2025-08-18
5011,1012,447.5,2025-08-03
5012,1012,214.46,2025-04-23
5013,1012,410.01,2025-08-20
5014,1013,489.37,2025-09-04
5015,1013,60.46,2026-01-14
5016,1013,321.33,2025-12-04
5017,1013,367.62,2025-12-27
5018,1013,433.7,2025-10-02
5019,1013,397.46,2026-01-01
5020,1014,79.02,2025-08-21
5021,1014,332.49,2025-10-06
5022,1014,332.19,2025-09-17
5023,1014,376.03,2025-09-14
5024,1014,183.87,2025-10-22
5025,1014,146.13,2025-07-11
5026,1014,351.26,2025-11-02
5027,1014,316.97,2025-11-03
5028,1015,352.66,2026-02-05
5029,1015,368.71,2026-02-05
5030,1016,20.39,2025-12-11
5031,1016,37.28,2025-12-22
5032,1016,190.85,2025-12-26
5033,1017,46.77,2025-12-25
5034,1017,293.24,2025-12-20
5035,1018,253.31,2025-10-27
5036,1018,87.38,2025-09-23
5037,1018,263.79,2025-12-27
5038,1018,141.98,2025-08-16
5039,1018,385.35,2025-08-09
5040,1018,45.59,2025-06-13
5041,1018,320.12,2025-08-28
5042,1018,449.49,2025-06-18
5043,1018,249.02,2025-12-28
5044,1018,104.84,2025-05-29
5045,1019,423.91,2025-07-14
5046,1019,287.45,2025-07-28
5047,1019,76.95,2025-05-26
5048,1019,55.86,2025-09-03
5049,1019,398.84,2025-08-11
5050,1019,90.6,2025-12-18
5051,1019,303.19,2025-10-17
5052,1019,370.56,2025-07-13
5053,1020,426.67,2026-02-05
5054,1020,439.81,2026-02-03
5055,1021,298.63,2025-10-21
5056,1021,332.54,2026-02-05
5057,1021,348.92,2025-10-13
5058,1021,327.89,2025-10-06
5059,1021,381.5,2025-12-04
5060,1021,239.6,2025-10-28
5061,1022,52.39,2026-01-01
5062,1022,136.93,2026-01-24
5063,1022,471.1,2026-02-01
5064,1023,240.4,2026-01-05
5065,1023,145.4,2025-10-11
5066,1023,207.9,2025-12-18
5067,1023,294.03,2025-12-14
5068,1023,445.24,2026-01-11
5069,1023,82.19,2026-02-05
5070,1023,124.43,2025-10-09
5071,1024,170.48,2026-01-14
5072,1025,480.35,2025-08-14
5073,1025,334.09,2025-05-09
5074,1025,140.55,2025-03-17
5075,1026,435.1,2025-04-17
5076,1026,33.3,2025-04-26
5077,1027,221.21,2026-01-15
5078,1027,133.89,2026-01-05
5079,1027,389.0,2026-01-19
5080,1027,79.9,2026-01-29
5081,1027,303.62,2026-01-29
5082,1027,425.33,2026-01-14
5083,1027,26.89,2026-01-08
5084,1027,340.26,2026-01-30
5085,1027,451.32,2026-01-21
5086,1028,343.08,2025-09-10
5087,1028,347.86,2025-08-30
5088,1028,421.1,2025-12-24
5089,1028,277.21,2025-09-08
5090,1028,425.96,2025-11-15
5091,1028,37.95,2025-09-06
5092,1028,246.34,2025-12-14
5093,1028,439.86,2025-10-17
5094,1028,118.51,2025-10-22
5095,1028,338.01,2026-02-02
5096,1029,37.53,2025-12-13
5097,1029,312.35,2026-01-30
5098,1029,131.48,2026-01-27
5099,1029,169.71,2025-11-30
5100,1029,152.02,2026-01-09
5101,1029,487.85,2026-01-26
5102,1029,149.32,2025-12-30
5103,1029,364.86,2026-02-02
5104,1029,499.09,2026-01-21
5105,1030,363.52,2025-08-10
5106,1030,310.32,2025-12-14
5107,1030,194.49,2025-10-12
5108,1031,182.26,2026-02-03
5109,1031,463.27,2026-01-16
5110,1031,90.45,2026-01-05
5111,1032,72.26,2025-08-20
5112,1032,81.97,2026-02-05
5113,1032,153.97,2026-01-03
5114,1032,121.13,2025-08-07
5115,1032,123.09,2025-08-09
5116,1034,104.15,2026-01-01
5117,1034,331.98,2026-01-02
5118,1034,170.71,2026-01-09
5119,1034,472.5,2026-01-25
5120,1034,281.09,2025-12-28
5121,1034,376.45,2026-01-07
5122,1034,41.25,2026-02-05
5123,1034,258.78,2026-01-09
5124,1034,196.26,2026-01-20
5125,1034,76.22,2026-01-31
5126,1035,174.81,2026-01-28
5127,1035,34.99,2026-01-27
5128,1035,32.96,2026-02-05
5129,1035,220.57,2026-02-04
5130,1035,180.25,2026-02-03
5131,1035,23.72,2026-01-26
5132,1035,171.87,2026-02-04
5133,1035,48.54,2026-02-02
5134,1035,274.06,2026-02-01
5135,1037,321.22,2026-01-23
5136,1037,280.05,2026-01-17
5137,1037,441.8,2026-01-06
5138,1037,199.39,2026-01-13
5139,1037,68.94,2026-01-15
5140,1037,398.85,2026-01-03
5141,1037,75.56,2026-02-03
5142,1037,38.45,2026-01-14
5143,1038,308.44,2025-07-18
5144,1038,175.42,2025-05-11
5145,1038,450.34,2025-07-14
5146,1038,67.68,2025-11-27
5147,1038,202.38,2025-10-08
5148,1038,89.96,2025-09-09
5149,1038,93.71,2025-10-24
5150,1039,280.0,2025-07-11
5151,1039,236.93,2025-08-15
5152,1039,303.88,2025-08-29
5153,1040,156.03,2026-01-09
5154,1040,194.72,2025-12-19
5155,1040,436.63,2026-01-05
5156,1040,217.27,2025-12-25
5157,1040,285.2,2026-02-02
5158,1040,151.57,2026-01-30
5159,1040,428.59,2026-01-10
5160,1040,378.51,2026-01-29
5161,1041,194.39,2025-07-16
5162,1041,361.06,2025-04-10
5163,1041,408.36,2025-02-27
5164,1041,84.57,2025-09-24
5165,1041,263.22,2025-02-17
5166,1041,328.66,2025-04-09
5167,1041,268.03,2025-08-18
5168,1041,156.24,2025-03-20
5169,1042,370.73,2025-03-04
5170,1042,446.84,2026-01-11
5171,1042,361.04,2025-03-03
5172,1043,279.62,2026-01-02
5173,1043,123.58,2025-10-20
5174,1043,146.99,2025-10-28
5175,1044,26.93,2026-02-05
5176,1045,427.13,2025-12-19
5177,1045,486.68,2025-10-14
5178,1045,465.67,2025-07-16
5179,1045,444.85,2026-01-04
5180,1045,458.07,2025-08-12
5181,1045,114.19,2025-04-13
5182,1046,303.85,2025-12-28
5183,1046,165.88,2025-12-30
5184,1046,276.03,2025-12-11
5185,1046,98.67,2026-01-22
5186,1046,375.15,2026-01-04
5187,1046,133.78,2026-01-04
5188,1046,253.97,2025-12-08
5189,1046,337.69,2026-01-28
5190,1046,125.87,2025-12-07
5191,1046,468.85,2026-01-19
5192,1047,227.75,2025-09-16
5193,1047,492.15,2026-01-27
5194,1047,317.96,2025-09-18
5195,1047,301.28,2026-01-02
5196,1047,447.82,2025-03-02
5197,1047,329.28,2026-01-29
5198,1047,45.6,2025-08-31
5199,1047,486.61,2025-07-12
5200,1047,424.72,2025-05-19
5201,1047,195.8,2025-07-02
5202,1048,77.79,2026-01-10
5203,1048,445.25,2026-01-29
5204,1048,127.51,2026-01-30
5205,1048,184.91,2026-02-05
5206,1048,239.81,2026-01-16
5207,1048,92.63,2026-02-03
5208,1048,95.55,2026-01-15
5209,1049,343.58,2026-01-20
5210,1049,426.92,2026-01-17
5211,1049,414.04,2026-01-19
5212,1049,263.43,2026-01-31
5213,1049,229.41,2026-01-26
5214,1049,149.13,2026-01-28
5215,1049,43.05,2026-01-09
5216,1049,114.73,2026-01-28
5217,1049,423.45,2026-01-13
5218,1050,161.66,2026-01-31
5219,1050,290.62,2026-02-04
5220,1050,368.89,2026-02-01
5221,1050,119.21,2026-01-17
5222,1050,484.84,2026-01-19
5223,1050,78.91,2026-02-02
5224,1050,397.27,2026-02-01
5225,1050,345.67,2026-01-29
5226,1050,244.84,2026-01-19
5227,1050,489.38,2026-01-31
5228,1051,462.34,2025-09-04
5229,1051,231.8,2025-12-07
5230,1051,495.28,2026-01-27
5231,1051,215.2,2026-02-03
5232,1051,495.32,2025-07-01
5233,1051,223.42,2025-12-07
5234,1052,498.62,2025-12-07
5235,1052,142.91,2026-01-23
5236,1052,181.91,2025-12-21
5237,1053,431.33,2025-08-09
5238,1053,63.24,2025-08-03
5239,1053,388.82,2025-08-26
5240,1053,421.94,2025-08-21
5241,1053,120.12,2025-11-30
5242,1053,177.15,2026-01-08
5243,1053,450.14,2025-12-29
5244,1053,247.4,2025-09-29
5245,1053,323.95,2025-09-19
5246,1053,109.91,2026-01-05
5247,1054,53.35,2025-08-26
5248,1054,209.96,2025-09-09
5249,1054,424.56,2025-12-08
5250,1054,210.31,2025-12-08
5251,1054,157.7,2025-09-23
5252,1054,484.73,2025-07-29
5253,1054,354.41,2025-10-23
5254,1054,267.1,2026-01-18
5255,1054,416.12,2026-01-24
5256,1055,271.3,2026-01-30
5257,1055,207.98,2026-01-31
5258,1055,278.79,2026-01-29
5259,1057,472.22,2025-12-12
5260,1057,154.85,2025-09-02
5261,1058,372.63,2026-01-24
5262,1058,24.38,2026-02-01
5263,1058,432.41,2026-01-18
5264,1058,81.8,2025-12-05
5265,1058,245.17,2025-12-12
5266,1058,186.33,2025-12-31
5267,1058,251.84,2026-01-03
5268,1058,270.79,2025-12-25
5269,1058,76.21,2026-01-12
5270,1058,434.87,2026-01-21
5271,1059,351.8,2025-12-29
5272,1059,200.43,2025-12-17
5273,1059,30.04,2026-01-21
5274,1059,94.65,2026-01-17
5275,1059,452.01,2026-01-23
5276,1059,376.39,2025-12-26
5277,1060,270.47,2025-10-13
5278,1060,231.45,2026-02-03
5279,1060,489.65,2025-07-30
5280,1060,484.46,2025-09-05
5281,1060,48.49,2025-11-17
5282,1060,344.72,2025-08-14
5283,1060,312.22,2025-06-18
5284,1060,95.57,2025-12-07
5285,1060,148.92,2025-08-30
5286,1061,166.27,2026-01-27
5287,1061,137.54,2026-01-20
5288,1061,88.33,2026-01-25
5289,1061,472.19,2026-02-05
5290,1061,374.18,2026-02-05
5291,1061,38.02,2026-01-28
5292,1061,91.71,2026-01-24
5293,1061,355.41,2026-02-04
5294,1061,405.36,2026-01-22
5295,1062,73.02,2025-10-09
5296,1063,30.69,2025-11-02
5297,1064,483.92,2025-12-25
5298,1064,461.71,2026-01-21
5299,1064,456.17,2026-01-26
5300,1064,437.26,2026-01-10
5301,1064,80.29,2025-12-25
5302,1064,258.18,2026-01-06
5303,1064,292.05,2026-02-02
5304,1064,482.85,2026-01-27
5305,1064,113.04,2026-01-30
5306,1065,414.41,2025-10-06
5307,1065,125.78,2025-10-30
5308,1065,46.66,2025-09-18
5309,1066,372.22,2026-01-23
5310,1066,148.19,2026-01-14
5311,1067,226.82,2025-06-22
5312,1067,140.76,2025-10-07
5313,1067,379.59,2025-08-15
5314,1069,144.74,2025-10-19
5315,1069,385.09,2025-11-26
5316,1069,447.38,2025-12-17
5317,1070,492.64,2026-01-02
5318,1070,168.15,2025-12-10
5319,1070,86.98,2025-06-07
5320,1071,107.5,2025-12-10
5321,1071,93.26,2025-12-12
5322,1071,57.23,2026-02-01
5323,1071,332.68,2026-01-03
5324,1071,496.99,2026-01-01
5325,1071,178.93,2026-01-04
5326,1071,309.49,2025-12-17
5327,1072,140.17,2025-09-17
5328,1072,39.62,2025-10-27
5329,1072,214.11,2026-01-29
5330,1072,118.04,2025-09-21
5331,1072,178.89,2025-09-25
5332,1072,323.06,2025-12-05
5333,1072,143.67,2025-12-27
5334,1072,39.85,2026-01-14
5335,1072,254.21,2025-09-25
5336,1072,97.4,2026-01-16
5337,1073,195.23,2025-05-16
5338,1073,66.32,2025-05-05
5339,1073,418.88,2025-09-08
5340,1073,272.96,2025-08-19
5341,1073,135.09,2025-12-03
5342,1073,72.38,2025-03-30
5343,1073,41.87,2026-02-01
5344,1073,357.06,2025-09-05
5345,1075,214.71,2026-01-10
5346,1075,215.26,2025-06-29
5347,1075,461.08,2025-10-03
5348,1075,256.65,2025-08-01
5349,1076,333.07,2025-09-30
5350,1076,152.3,2025-07-29
5351,1076,66.37,2025-12-26
5352,1077,484.02,2025-11-26
5353,1077,419.13,2025-12-19
5354,1077,353.45,2025-12-14
5355,1078,72.66,2025-12-16
5356,1078,434.84,2025-12-25
5357,1080,296.11,2025-11-10
5358,1080,90.43,2025-07-23
5359,1080,480.19,2025-05-16
5360,1080,236.89,2025-12-28
5361,1080,240.83,2025-04-23
5362,1081,153.97,2026-02-03
5363,1081,274.07,2025-09-26
5364,1081,473.58,2026-01-03
5365,1081,94.78,2026-01-14
5366,1081,194.12,2026-02-03
5367,1081,135.2,2026-01-11
5368,1082,212.45,2026-01-01
5369,1082,139.26,2025-08-05
5370,1082,314.51,2025-04-15
5371,1082,108.1,2025-10-26
5372,1082,382.0,2026-01-03
5373,1082,279.38,2026-02-03
5374,1082,302.83,2025-08-09
5375,1082,452.72,2025-06-11
5376,1082,24.6,2025-08-01
5377,1084,452.35,2026-02-02
5378,1085,356.01,2025-12-14
5379,1086,53.2,2025-12-01
5380,1086,447.22,2025-12-11
5381,1086,373.17,2025-10-24
5382,1086,85.99,2025-10-05
5383,1086,408.26,2025-09-24
5384,1086,161.7,2025-12-31
5385,1086,259.74,2026-01-12
5386,1086,420.09,2025-10-31
5387,1086,341.19,2025-12-02
5388,1087,452.07,2025-12-23
5389,1087,423.01,2025-09-24
5390,1087,309.49,2026-01-12
5391,1087,69.74,2025-10-16
5392,1088,389.07,2026-02-01
5393,1088,268.32,2026-02-02
5394,1088,124.31,2026-02-05
